模拟规模,期权种类,期权参数,期权价格,期权误差,95%误差上限,95%误差下限,运行时间(s)
欧式看涨期权,S0: 100;K: 100;V: 0.2;R: 0.05;T: 1;模拟次数：4096;时间步数：300;,10.5227,0.229898,10.0721,10.9733, 0.000427,
,欧式看跌期权,,5.63196,0.136195,5.36502,5.89891, 0.000418,
,浮动亚式看涨期权,,5.87479,0.133342,5.61344,6.13614, 0.11567,
,浮动亚式看跌期权,,3.3615,0.0791942,3.20628,3.51672, 0.115671,
,固定亚式看涨期权,,5.52635,0.122138,5.28696,5.76573, 0.115653,
,固定亚式看跌期权,,3.55223,0.0831021,3.38935,3.71511, 0.115666,
,浮动价格回望看涨期权,,16.8315,0.23407,16.3728,17.2903, 0.115169,
,浮动价格回望看跌期权,,13.6432,0.154681,13.3401,13.9464, 0.115218,
,固定价格回望看涨期权,,18.3715,0.236563,17.9079,18.8352, 0.115212,
,固定价格回望看跌期权,,11.9244,0.139682,11.6506,12.1982, 0.115288,
,向上敲入巴黎看涨期权,S0: 12;K: 10;V: 0.2;R: 0.05;T: 1;,2.48394,0.0373822,2.41067,2.5572, 0.116356,
,向上敲出巴黎看涨期权,,0.164934,0.00767007,0.1499,0.179967, 0.116349,
,向下敲入巴黎看涨期权,S0: 12;K: 10;V: 0.2;R: 0.05;T: 1;,1.12704,0.0247093,1.07861,1.17547, 0.116648,
,向下敲出巴黎看涨期权,,1.53753,0.0380581,1.46294,1.61213, 0.116381,
,欧式看涨期权,S0: 100;K: 100;V: 0.2;R: 0.05;T: 1;模拟次数：16384;时间步数：300;,10.4897,0.11525,10.2638,10.7156, 0.001662,
,欧式看跌期权,,5.59607,0.0681304,5.46254,5.72961, 0.001657,
,浮动亚式看涨期权,,6.01205,0.0678028,5.87916,6.14495, 0.462189,
,浮动亚式看跌期权,,3.21892,0.0394663,3.14157,3.29628, 0.462219,
,固定亚式看涨期权,,5.61177,0.0619484,5.49036,5.73319, 0.462222,
,固定亚式看跌期权,,3.5096,0.0419881,3.4273,3.59189, 0.462247,
,浮动价格回望看涨期权,,16.5696,0.113046,16.348,16.7911, 0.46145,
,浮动价格回望看跌期权,,13.4886,0.0769092,13.3379,13.6393, 0.461554,
,固定价格回望看涨期权,,18.4537,0.121562,18.2155,18.692, 0.461635,
,固定价格回望看跌期权,,11.761,0.0702371,11.6233,11.8986, 0.461542,
,向上敲入巴黎看涨期权,S0: 12;K: 10;V: 0.2;R: 0.05;T: 1;,2.45835,0.0187455,2.42161,2.49509, 0.463973,
,向上敲出巴黎看涨期权,,0.162694,0.00376664,0.155312,0.170077, 0.46433,
,向下敲入巴黎看涨期权,S0: 12;K: 10;V: 0.2;R: 0.05;T: 1;,1.14296,0.0124221,1.11861,1.1673, 0.464666,
,向下敲出巴黎看涨期权,,1.51096,0.0188794,1.47396,1.54797, 0.464902,
